Model,Dataset,Ranker,Oracle,QueryID,NDCG@10,Comparisons,AvgPromptTokens
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,1136962,0.82235,374,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,118440,0.13886,818,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,121171,0.48797,686,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,135802,0.96714,478,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,141630,0.51388,472,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,156498,0.29662,432,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,169208,0.36929,462,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,174463,0.38592,610,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,23849,0.02121,578,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,258062,0.28371,698,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,324585,0.22009,734,153.2942779291553
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,330975,0.75416,2430,239.4543209876543
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,332593,0.57187,434,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,336901,0.20211,418,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,390360,0.5823,1346,178.27340267459138
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,405163,0.47938,726,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,42255,0.70455,524,124.56106870229007
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,47210,0.83769,1508,237.4442970822281
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,555530,0.04257,668,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,583468,0.82808,586,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,640502,0.38363,830,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,67316,0.3056,1498,186.23631508678238
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,673670,0.25013,454,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,701453,0.82916,414,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,730539,0.70501,494,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,768208,0.65043,468,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,877809,0.66134,510,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,911232,0.3591,426,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,914916,0.97879,1572,211.3969465648855
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,938400,0.0,504,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,940547,0.36285,544,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),bidirectional,997622,0.90848,1314,167.3820395738204
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1030303,0.94243,206,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1037496,0.57756,216,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1043135,0.54092,211,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1051399,0.0,268,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1064670,0.80487,5046,226.33432421720175
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1071750,0.5025,200,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1105792,0.86323,2389,235.15236500627879
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1106979,0.81753,192,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1108651,0.22009,391,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1109707,0.84083,377,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1110678,0.41377,236,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1113256,0.97475,176,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1115210,0.38419,259,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1116380,0.06656,270,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1121353,0.62469,5059,223.0952757461949
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1122767,0.63654,205,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1127540,0.77884,3781,244.94736842105263
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1131069,0.46928,228,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1132532,0.28957,266,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1133579,0.51739,219,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1136043,0.53065,232,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1136047,0.38,219,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,1136962,0.82235,187,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,118440,0.13886,409,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,121171,0.48797,343,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,135802,0.96714,239,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,141630,0.51388,236,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,156498,0.29662,216,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,169208,0.36929,231,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,174463,0.38592,305,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,23849,0.02121,289,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,258062,0.28371,349,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,324585,0.22009,5135,237.73554040895814
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,330975,0.75416,5145,255.8804664723032
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,332593,0.57187,217,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,336901,0.20211,209,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,390360,0.5823,5041,236.26502678040072
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,405163,0.47938,363,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,42255,0.70455,5197,271.18895516644216
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,47210,0.83769,4991,273.03105590062114
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,555530,0.04257,334,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,583468,0.82808,293,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,640502,0.38363,415,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,67316,0.31119,4907,242.21499898104747
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,673670,0.25013,227,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,701453,0.82916,207,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,730539,0.70501,247,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,768208,0.65043,234,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,877809,0.66134,255,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,911232,0.3591,213,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,914916,0.93638,5163,254.47375556846794
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,938400,0.0,252,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,940547,0.36285,272,0.0
qwen3-4b-instruct,dl-2020,bubble sort (classic),sampling,997622,1.0,5030,222.61013916500994
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1030303,0.0,600,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1037496,0.13786,628,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1043135,0.10536,582,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1051399,0.0,778,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1064670,0.62943,838,92.62529832935562
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1071750,0.03115,548,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1105792,0.75758,890,103.39550561797753
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1106979,0.08964,538,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1108651,0.27101,1062,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1109707,0.39074,1064,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1110678,0.2218,680,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1113256,0.02366,518,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1115210,0.0,760,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1116380,0.03328,736,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1121353,0.57959,1056,85.5
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1122767,0.19648,590,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1127540,0.7525,702,127.23361823361823
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1131069,0.0,670,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1132532,0.1136,758,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1133579,0.28383,652,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1136043,0.0,644,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1136047,0.0,652,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,1136962,0.49613,554,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,118440,0.0,1160,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,121171,0.51292,948,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,135802,0.0,704,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,141630,0.13245,680,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,156498,0.0,628,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,169208,0.0,634,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,174463,0.13925,860,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,23849,0.07336,840,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,258062,0.22009,1002,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,324585,0.22009,854,112.75644028103045
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,330975,0.74003,852,124.6150234741784
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,332593,0.0807,636,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,336901,0.0,626,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,390360,0.65712,952,86.08613445378151
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,405163,0.06362,1000,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,42255,0.351,862,130.08816705336426
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,47210,0.85914,760,152.37105263157895
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,555530,0.0,930,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,583468,0.35403,812,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,640502,0.18591,1152,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,67316,0.31366,1038,89.54720616570327
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,673670,0.09616,662,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,701453,0.29604,610,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,730539,0.0,714,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,768208,0.0,664,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,877809,0.27289,724,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,911232,0.0,598,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,914916,0.97162,1006,100.92842942345925
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,938400,0.3259,700,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,940547,0.21283,752,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),bidirectional,997622,0.97792,992,90.9899193548387
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1030303,0.0,421,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1037496,0.13786,441,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1043135,0.10536,386,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1051399,0.0,563,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1064670,0.63577,514,93.55836575875486
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1071750,0.03115,355,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1105792,0.76638,515,107.85631067961165
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1106979,0.08964,357,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1108651,0.27101,746,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1109707,0.39074,772,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1110678,0.2218,481,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1113256,0.02366,361,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1115210,0.0,554,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1116380,0.03328,495,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1121353,0.56233,608,85.95723684210526
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1122767,0.19648,410,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1127540,0.74776,432,133.21759259259258
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1131069,0.0,483,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1132532,0.1136,541,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1133579,0.28383,474,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1136043,0.0,437,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1136047,0.0,474,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,1136962,0.49613,392,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,118440,0.0,854,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,121171,0.51292,668,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,135802,0.0,514,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,141630,0.13245,481,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,156498,0.0,441,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,169208,0.0,426,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,174463,0.13925,610,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,23849,0.07336,614,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,258062,0.22009,734,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,324585,0.22009,529,113.21739130434783
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,330975,0.74003,496,129.5826612903226
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,332593,0.0807,452,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,336901,0.0,454,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,390360,0.65712,586,90.73720136518772
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,405163,0.06362,708,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,42255,0.53923,512,119.765625
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,47210,0.85914,437,152.49885583524028
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,555530,0.0,659,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,583468,0.35403,568,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,640502,0.18591,830,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,67316,0.31366,585,87.86324786324786
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,673670,0.09616,472,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,701453,0.29604,432,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,730539,0.0,512,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,768208,0.0,459,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,877809,0.27289,510,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,911232,0.0,408,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,914916,0.97162,562,107.54448398576513
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,938400,0.3259,477,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,940547,0.21283,517,0.0
qwen3-4b-instruct,dl-2020,mohajer (ir),sampling,997622,0.93057,555,89.86306306306307
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1030303,0.0,610,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1037496,0.13786,638,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1043135,0.10536,592,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1051399,0.0,788,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1064670,0.62943,868,98.19354838709677
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1071750,0.03115,558,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1105792,0.75758,914,107.3129102844639
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1106979,0.08964,548,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1108651,0.27101,1072,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1109707,0.39074,1074,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1110678,0.2218,690,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1113256,0.02366,528,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1115210,0.0,770,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1116380,0.03328,746,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1121353,0.57959,1072,87.33768656716418
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1122767,0.19648,600,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1127540,0.69526,764,134.12565445026178
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1131069,0.0,680,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1132532,0.1136,768,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1133579,0.28383,662,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1136043,0.0,654,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1136047,0.0,662,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,1136962,0.49613,564,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,118440,0.0,1170,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,121171,0.51292,958,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,135802,0.0,714,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,141630,0.13245,690,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,156498,0.0,638,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,169208,0.0,644,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,174463,0.13925,870,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,23849,0.07336,850,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,258062,0.22009,1012,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,324585,0.22009,894,119.3937360178971
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,330975,0.74003,884,130.53846153846155
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,332593,0.0807,646,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,336901,0.0,636,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,390360,0.65712,976,90.20491803278688
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,405163,0.06362,1010,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,42255,0.351,882,133.60544217687075
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,47210,0.85914,786,156.76081424936388
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,555530,0.0,940,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,583468,0.35403,822,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,640502,0.18591,1162,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,67316,0.31366,1066,93.78986866791745
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,673670,0.09616,672,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,701453,0.29604,620,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,730539,0.0,724,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,768208,0.0,674,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,877809,0.27289,734,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,911232,0.0,608,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,914916,0.97162,1034,105.5899419729207
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,938400,0.3259,710,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,940547,0.21283,762,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,bidirectional,997622,0.97792,1024,95.646484375
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1030303,0.0,440,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1037496,0.13786,460,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1043135,0.10536,405,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1051399,0.0,582,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1064670,0.63146,651,127.64823348694317
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1071750,0.03115,374,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1105792,0.75789,657,133.49467275494672
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1106979,0.08964,376,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1108651,0.27101,765,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1109707,0.39074,791,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1110678,0.2218,500,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1113256,0.02366,380,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1115210,0.0,573,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1116380,0.03328,514,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1121353,0.5668,753,111.0929614873838
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1122767,0.19648,429,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1127540,0.69429,577,162.894280762565
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1131069,0.0,502,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1132532,0.1136,560,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1133579,0.28383,493,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1136043,0.0,456,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1136047,0.0,493,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,1136962,0.49613,411,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,118440,0.0,873,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,121171,0.51292,687,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,135802,0.0,533,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,141630,0.13245,500,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,156498,0.0,460,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,169208,0.0,445,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,174463,0.13925,629,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,23849,0.07336,633,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,258062,0.22009,753,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,324585,0.22009,654,144.28134556574923
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,330975,0.74003,549,145.55555555555554
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,332593,0.0807,471,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,336901,0.0,473,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,390360,0.65712,713,116.93267882187938
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,405163,0.06362,727,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,42255,0.53923,657,155.8371385083714
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,47210,0.85914,582,186.8848797250859
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,555530,0.0,678,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,583468,0.35403,587,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,640502,0.18591,849,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,67316,0.31366,730,118.44520547945206
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,673670,0.09616,491,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,701453,0.29604,451,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,730539,0.0,531,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,768208,0.0,478,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,877809,0.27289,529,0.0
qwen3-4b-instruct,dl-2020,mohajer + bubble,sampling,911232,0.0,427,0.0
