Model,Dataset,Ranker,Oracle,QueryID,NDCG@10,Comparisons,AvgPromptTokens
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1037798,0.30573,428,110.80841121495327
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,104861,0.82382,680,77.80588235294118
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1063750,0.0,902,56.38359201773836
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1103812,0.65204,414,127.97584541062803
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1106007,0.15275,478,107.10041841004184
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1110199,0.37946,474,97.81856540084388
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1112341,0.46558,556,83.29856115107914
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1113437,0.19222,482,105.19087136929461
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1114646,0.42268,402,119.79601990049751
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1114819,0.54089,970,45.00824742268041
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1115776,0.37274,416,110.55288461538461
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1117099,0.54232,630,74.53650793650793
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1121402,0.8314,388,122.45876288659794
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1121709,0.07491,496,107.98790322580645
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1124210,0.73332,658,74.7872340425532
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1129237,0.55927,420,120.30952380952381
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,1133167,0.592,994,47.74849094567404
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,130510,0.58987,354,128.3276836158192
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,131843,0.93375,410,115.55121951219512
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,146187,0.76085,382,116.79581151832461
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,148538,0.43963,424,131.28301886792454
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,156493,0.93391,636,74.46855345911949
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,168216,0.97555,1162,43.62994836488812
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,182539,0.63849,312,149.98076923076923
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,183378,0.46614,950,52.770526315789475
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,19335,0.57556,490,88.2
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,207786,0.4731,406,125.0
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,264014,0.52573,838,56.140811455847256
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,359349,0.87774,368,144.0054347826087
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,405717,0.3267,336,141.41666666666666
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,443396,0.06943,508,89.3740157480315
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,451602,0.15839,538,78.0
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,47923,0.54863,404,124.18316831683168
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,489204,0.38734,474,107.58227848101266
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,490595,0.43481,370,126.28648648648648
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,527433,0.56005,440,119.19090909090909
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,573724,0.45171,360,126.25555555555556
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,833860,0.51232,444,109.11261261261261
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,855410,0.96655,534,102.09363295880149
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,87181,0.65529,378,122.4074074074074
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,87452,0.49118,386,129.5440414507772
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,915593,0.29062,422,113.13270142180095
qwen3-0.6b,dl-2019,bubble sort (classic),bidirectional,962179,0.06625,406,105.94088669950739
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1037798,0.30573,214,110.80841121495327
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,104861,0.82382,340,77.80588235294118
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1063750,0.0,451,56.38359201773836
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1103812,0.65204,207,127.97584541062803
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1106007,0.15275,239,107.10041841004184
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1110199,0.37946,237,97.81856540084388
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1112341,0.46558,278,83.29856115107914
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1113437,0.19222,241,105.19087136929461
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1114646,0.42268,201,119.79601990049751
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1114819,0.54089,485,45.00824742268041
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1115776,0.37274,208,110.55288461538461
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1117099,0.54232,315,74.53650793650793
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1121402,0.8314,194,122.45876288659794
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1121709,0.07491,248,107.98790322580645
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1124210,0.73332,329,74.7872340425532
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1129237,0.55927,210,120.30952380952381
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,1133167,0.592,497,47.74849094567404
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,130510,0.58987,177,128.3276836158192
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,131843,0.93375,205,115.55121951219512
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,146187,0.76085,191,116.79581151832461
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,148538,0.43963,212,131.28301886792454
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,156493,0.93391,318,74.46855345911949
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,168216,0.97555,581,43.62994836488812
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,182539,0.63849,156,149.98076923076923
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,183378,0.46614,475,52.770526315789475
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,19335,0.57556,245,88.2
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,207786,0.4731,203,125.0
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,264014,0.52573,419,56.140811455847256
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,359349,0.87774,184,144.0054347826087
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,405717,0.3267,168,141.41666666666666
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,443396,0.06943,254,89.3740157480315
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,451602,0.15839,269,78.0
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,47923,0.54863,202,124.18316831683168
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,489204,0.38734,237,107.58227848101266
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,490595,0.43481,185,126.28648648648648
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,527433,0.56005,220,119.19090909090909
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,573724,0.45171,180,126.25555555555556
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,833860,0.51232,222,109.11261261261261
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,855410,0.96655,267,102.09363295880149
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,87181,0.65529,189,122.4074074074074
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,87452,0.49118,193,129.5440414507772
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,915593,0.29062,211,113.13270142180095
qwen3-0.6b,dl-2019,bubble sort (classic),sampling,962179,0.06625,203,105.94088669950739
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1037798,0.16621,608,108.94736842105263
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,104861,0.4729,922,65.4880694143167
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1063750,0.37761,1224,51.23039215686274
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1103812,0.05154,610,134.53770491803277
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1106007,0.0,704,119.64772727272727
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1110199,0.11545,688,107.20348837209302
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1112341,0.2214,806,97.13151364764268
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1113437,0.14257,662,85.4441087613293
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1114646,0.05092,556,107.65827338129496
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1114819,0.62101,1340,46.74776119402985
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1115776,0.0493,618,112.36893203883496
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1117099,0.11254,886,75.9706546275395
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1121402,0.06625,554,115.40072202166066
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1121709,0.0,722,120.18005540166205
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1124210,0.81298,946,94.1247357293869
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1129237,0.03668,574,103.36236933797909
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,1133167,0.61514,1382,53.35166425470333
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,130510,0.18253,526,127.19391634980988
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,131843,0.04523,590,118.4
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,146187,0.04073,530,104.50188679245284
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,148538,0.18611,590,118.13898305084746
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,156493,0.59622,910,85.73406593406594
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,168216,0.65706,1574,37.93519695044473
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,182539,0.14023,466,151.8283261802575
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,183378,0.37263,1314,55.529680365296805
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,19335,0.0,698,86.27793696275072
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,207786,0.04739,572,109.5034965034965
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,264014,0.27336,1188,69.77104377104376
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,359349,0.1471,528,140.16666666666666
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,405717,0.23598,508,154.10236220472441
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,443396,0.09326,716,85.54469273743017
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,451602,0.23227,788,96.36802030456853
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,47923,0.17847,564,109.05673758865248
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,489204,0.07822,688,115.98837209302326
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,490595,0.22106,536,130.11567164179104
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,527433,0.21773,600,99.27333333333333
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,573724,0.20864,490,111.16734693877551
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,833860,0.07541,616,93.60064935064935
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,855410,0.0,768,103.86458333333333
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,87181,0.35829,574,141.2334494773519
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,87452,0.06556,546,117.17948717948718
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,915593,0.48602,582,99.2508591065292
qwen3-0.6b,dl-2019,mohajer (ir),bidirectional,962179,0.42331,572,97.67482517482517
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1037798,0.16621,419,112.29116945107398
qwen3-0.6b,dl-2019,mohajer (ir),sampling,104861,0.4729,635,66.47086614173229
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1063750,0.37761,866,52.51154734411085
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1103812,0.05154,432,131.71296296296296
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1106007,0.0,514,116.61867704280155
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1110199,0.11545,492,104.4959349593496
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1112341,0.2214,583,96.13550600343054
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1113437,0.14257,446,91.58968609865471
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1114646,0.05092,366,119.40710382513662
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1114819,0.62101,970,45.090721649484536
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1115776,0.0493,443,107.08352144469526
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1117099,0.11254,630,72.98095238095237
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1121402,0.06625,379,114.0
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1121709,0.0,523,115.7131931166348
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1124210,0.81298,694,91.51729106628243
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1129237,0.03668,375,113.73333333333333
qwen3-0.6b,dl-2019,mohajer (ir),sampling,1133167,0.61514,1012,50.58102766798419
qwen3-0.6b,dl-2019,mohajer (ir),sampling,130510,0.18253,372,121.81989247311827
qwen3-0.6b,dl-2019,mohajer (ir),sampling,131843,0.04523,410,118.65609756097561
qwen3-0.6b,dl-2019,mohajer (ir),sampling,146187,0.04073,346,114.63583815028902
qwen3-0.6b,dl-2019,mohajer (ir),sampling,148538,0.18611,397,123.06801007556675
qwen3-0.6b,dl-2019,mohajer (ir),sampling,156493,0.59622,663,83.36651583710407
qwen3-0.6b,dl-2019,mohajer (ir),sampling,168216,0.65706,1126,37.724689165186504
qwen3-0.6b,dl-2019,mohajer (ir),sampling,182539,0.14023,321,153.38006230529595
qwen3-0.6b,dl-2019,mohajer (ir),sampling,183378,0.37263,950,53.56842105263158
qwen3-0.6b,dl-2019,mohajer (ir),sampling,19335,0.0,490,85.0
qwen3-0.6b,dl-2019,mohajer (ir),sampling,207786,0.04739,388,109.39948453608247
qwen3-0.6b,dl-2019,mohajer (ir),sampling,264014,0.27336,874,68.46109839816934
qwen3-0.6b,dl-2019,mohajer (ir),sampling,359349,0.1471,359,141.51532033426184
qwen3-0.6b,dl-2019,mohajer (ir),sampling,405717,0.23598,363,154.22314049586777
qwen3-0.6b,dl-2019,mohajer (ir),sampling,443396,0.09326,499,84.02805611222445
qwen3-0.6b,dl-2019,mohajer (ir),sampling,451602,0.23227,574,95.27700348432056
qwen3-0.6b,dl-2019,mohajer (ir),sampling,47923,0.17847,377,112.20689655172414
qwen3-0.6b,dl-2019,mohajer (ir),sampling,489204,0.07822,492,112.3048780487805
qwen3-0.6b,dl-2019,mohajer (ir),sampling,490595,0.22106,370,133.55135135135134
qwen3-0.6b,dl-2019,mohajer (ir),sampling,527433,0.21773,395,107.27088607594936
qwen3-0.6b,dl-2019,mohajer (ir),sampling,573724,0.20864,313,128.17252396166134
qwen3-0.6b,dl-2019,mohajer (ir),sampling,833860,0.07541,417,94.61870503597122
qwen3-0.6b,dl-2019,mohajer (ir),sampling,855410,0.0,552,98.93840579710145
qwen3-0.6b,dl-2019,mohajer (ir),sampling,87181,0.35829,414,139.93236714975845
qwen3-0.6b,dl-2019,mohajer (ir),sampling,87452,0.06556,368,117.33152173913044
qwen3-0.6b,dl-2019,mohajer (ir),sampling,915593,0.48602,386,106.18134715025907
qwen3-0.6b,dl-2019,mohajer (ir),sampling,962179,0.42331,388,102.58762886597938
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1037798,0.16621,618,111.01618122977347
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,104861,0.4729,932,67.70815450643777
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1063750,0.37761,1234,52.98541329011345
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1103812,0.05154,620,136.7709677419355
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1106007,0.0,714,121.07843137254902
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1110199,0.11545,698,109.0
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1112341,0.2214,816,98.66421568627452
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1113437,0.14257,672,87.86309523809524
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1114646,0.05092,566,110.44876325088339
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1114819,0.62101,1350,48.08148148148148
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1115776,0.0493,628,113.42356687898089
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1117099,0.11254,896,78.125
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1121402,0.06625,564,117.00709219858156
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1121709,0.0,732,121.9207650273224
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1124210,0.81298,956,96.43305439330544
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1129237,0.03668,584,106.13698630136986
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,1133167,0.61514,1392,54.758620689655174
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,130510,0.18253,536,128.4365671641791
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,131843,0.04523,600,119.94666666666667
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,146187,0.04073,540,106.77777777777777
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,148538,0.18611,600,121.18333333333334
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,156493,0.59622,920,87.48260869565217
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,168216,0.65706,1584,39.255050505050505
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,182539,0.14023,476,153.85294117647058
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,183378,0.37263,1324,56.879154078549846
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,19335,0.0,708,88.05649717514125
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,207786,0.04739,582,111.49484536082474
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,264014,0.27336,1198,71.67445742904842
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,359349,0.1471,538,142.62453531598513
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,405717,0.23598,518,155.65637065637065
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,443396,0.09326,726,87.66666666666667
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,451602,0.23227,798,97.96992481203007
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,47923,0.17847,574,111.15679442508711
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,489204,0.07822,698,117.58739255014326
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,490595,0.22106,546,131.99267399267399
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,527433,0.21773,610,102.2327868852459
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,573724,0.20864,500,113.404
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,833860,0.07541,626,96.07987220447285
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,855410,0.0,778,105.38046272493574
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,87181,0.35829,584,143.3082191780822
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,87452,0.06556,556,119.34532374100719
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,915593,0.48602,592,101.61824324324324
qwen3-0.6b,dl-2019,mohajer + bubble,bidirectional,962179,0.42331,582,99.94501718213058
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1037798,0.16621,438,114.56392694063926
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,104861,0.4729,654,68.20336391437309
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1063750,0.37761,885,54.45084745762712
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1103812,0.05154,451,135.58314855875832
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1106007,0.0,533,121.14258911819887
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1110199,0.11545,511,107.83170254403132
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1112341,0.2214,602,99.66279069767442
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1113437,0.14257,465,93.38924731182796
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1114646,0.05092,385,120.25194805194805
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1114819,0.62101,989,47.29524772497472
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1115776,0.0493,462,110.18181818181819
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1117099,0.11254,649,76.20338983050847
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1121402,0.06625,398,115.97989949748744
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1121709,0.0,542,119.68081180811808
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1124210,0.81298,713,95.69565217391305
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1129237,0.03668,394,114.44416243654823
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,1133167,0.61514,1031,53.20950533462658
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,130510,0.18253,391,124.22250639386189
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,131843,0.04523,429,121.44289044289044
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,146187,0.04073,365,114.73698630136987
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,148538,0.18611,416,124.95913461538461
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,156493,0.59622,682,87.2008797653959
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,168216,0.65706,1145,39.34759825327511
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,182539,0.14023,340,155.35588235294117
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,183378,0.37263,969,56.24664602683178
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,19335,0.0,509,87.70923379174853
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,207786,0.04739,407,111.42506142506143
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,264014,0.27336,893,72.12765957446808
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,359349,0.1471,378,143.53703703703704
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,405717,0.23598,382,157.4502617801047
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,443396,0.09326,518,86.74324324324324
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,451602,0.23227,593,98.7133220910624
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,47923,0.17847,396,113.38131313131314
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,489204,0.07822,511,116.14090019569471
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,490595,0.22106,389,135.26735218508998
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,527433,0.21773,414,108.2463768115942
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,573724,0.20864,332,127.99698795180723
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,833860,0.07541,436,96.70183486238533
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,855410,0.0,571,102.38704028021016
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,87181,0.35829,433,143.92147806004618
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,87452,0.06556,387,118.78811369509044
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,915593,0.48602,405,107.05925925925926
qwen3-0.6b,dl-2019,mohajer + bubble,sampling,962179,0.42331,407,104.29729729729729
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1037798,0.30573,298,234.45637583892616
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,104861,0.82382,298,289.2684563758389
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1063750,0.0,298,294.5570469798658
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1103812,0.65204,298,275.0134228187919
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1106007,0.15275,298,237.99328859060404
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1110199,0.37946,298,230.36912751677852
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1112341,0.46558,298,246.83221476510067
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1113437,0.19222,298,292.503355704698
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1114646,0.42268,298,251.8255033557047
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1114819,0.54089,298,216.6241610738255
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1115776,0.37274,298,176.63087248322148
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1117099,0.54232,298,239.50335570469798
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1121402,0.8314,298,193.76510067114094
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1121709,0.07491,298,257.19463087248323
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1124210,0.73332,298,292.4765100671141
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1129237,0.55927,298,243.29530201342283
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,1133167,0.592,298,226.69127516778522
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,130510,0.58987,298,195.24161073825502
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,131843,0.93375,298,215.51006711409397
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,146187,0.76085,298,226.65771812080536
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,148538,0.43963,298,267.26174496644296
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,156493,0.93391,298,238.1275167785235
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,168216,0.97555,298,295.66442953020135
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,182539,0.63849,298,237.4496644295302
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,183378,0.46614,298,252.751677852349
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,19335,0.57556,298,217.53020134228188
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,207786,0.4731,298,254.58389261744966
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,264014,0.52573,298,277.81879194630875
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,359349,0.87774,298,271.2684563758389
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,405717,0.3267,298,243.66442953020135
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,443396,0.06943,298,220.8724832214765
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,451602,0.15839,298,231.93288590604027
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,47923,0.54863,298,261.51677852348996
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,489204,0.38734,298,234.6711409395973
